0,1,2,3,4
18.0,21.0,0.0,1.0,2.0
21.0,24.0,0.0,1.0,2.0
24.0,27.0,0.0,1.0,2.0
27.0,30.0,0.0,1.0,2.0
30.0,33.0,0.0,1.0,2.0
33.0,36.0,0.0,1.0,2.0
36.0,39.0,0.0,1.0,2.0
39.0,42.0,0.0,1.0,2.0
42.0,45.0,0.0,1.0,2.0
45.0,48.0,0.0,1.0,2.0
48.0,51.0,0.0,1.0,2.0
51.0,54.0,0.0,1.0,2.0
54.0,57.0,0.0,1.0,2.0
57.0,60.0,0.0,1.0,2.0
60.0,63.0,0.0,1.0,2.0
63.0,66.0,0.0,1.0,2.0
66.0,69.0,0.0,1.0,2.0
69.0,72.0,0.0,1.0,2.0
72.0,75.0,0.0,1.0,2.0
75.0,78.0,0.0,1.0,2.0
78.0,81.0,0.0,1.0,2.0
81.0,84.0,0.0,1.0,2.0
84.0,87.0,0.0,1.0,2.0
87.0,90.0,0.0,1.0,2.0
90.0,93.0,0.0,1.0,2.0
93.0,96.0,0.0,1.0,2.0
96.0,99.0,0.0,1.0,2.0
99.0,102.0,0.0,1.0,2.0
102.0,105.0,0.0,1.0,2.0
105.0,108.0,0.0,1.0,2.0
108.0,111.0,0.0,1.0,2.0
111.0,114.0,0.0,1.0,2.0
114.0,117.0,0.0,1.0,2.0
117.0,120.0,0.0,1.0,2.0
120.0,123.0,0.0,1.0,2.0
123.0,126.0,0.0,1.0,2.0
126.0,129.0,0.0,1.0,2.0
129.0,132.0,0.0,1.0,2.0
132.0,135.0,0.0,1.0,2.0
135.0,138.0,0.0,1.0,2.0
138.0,141.0,0.0,1.0,2.0
141.0,144.0,0.0,1.0,2.0
144.0,147.0,0.0,1.0,2.0
147.0,150.0,0.0,1.0,2.0
150.0,153.0,0.0,1.0,2.0
153.0,156.0,0.0,1.0,2.0
156.0,159.0,0.0,1.0,2.0
159.0,162.0,0.0,1.0,2.0
162.0,165.0,0.0,1.0,2.0
165.0,168.0,0.0,1.0,2.0
168.0,171.0,0.0,1.0,2.0
171.0,174.0,0.0,1.0,2.0
174.0,177.0,0.0,1.0,2.0
177.0,180.0,0.0,1.0,2.0
180.0,183.0,0.0,1.0,2.0
183.0,186.0,0.0,1.0,2.0
186.0,189.0,0.0,1.0,2.0
189.0,192.0,0.0,1.0,2.0
192.0,195.0,0.0,1.0,2.0
195.0,198.0,0.0,1.0,2.0
198.0,201.0,0.0,1.0,2.0
201.0,204.0,0.0,1.0,2.0
204.0,207.0,0.0,1.0,2.0
207.0,210.0,0.0,1.0,2.0
210.0,213.0,0.0,1.0,2.0
213.0,216.0,0.0,1.0,2.0
216.0,219.0,0.0,1.0,2.0
219.0,222.0,0.0,1.0,2.0
222.0,225.0,0.0,1.0,2.0
225.0,228.0,0.0,1.0,2.0
0.0,3.0,0.0,1.0,3.0
3.0,6.0,0.0,1.0,3.0
6.0,9.0,0.0,1.0,3.0
9.0,12.0,0.0,1.0,3.0
12.0,15.0,0.0,1.0,3.0
15.0,18.0,0.0,1.0,3.0
18.0,21.0,0.0,1.0,3.0
21.0,24.0,0.0,1.0,3.0
24.0,27.0,0.0,1.0,3.0
27.0,30.0,0.0,1.0,3.0
30.0,33.0,0.0,1.0,3.0
33.0,36.0,0.0,1.0,3.0
36.0,39.0,0.0,1.0,3.0
39.0,42.0,0.0,1.0,3.0
42.0,45.0,0.0,1.0,3.0
45.0,48.0,0.0,1.0,3.0
48.0,51.0,0.0,1.0,3.0
51.0,54.0,0.0,1.0,3.0
54.0,57.0,0.0,1.0,3.0
57.0,60.0,0.0,1.0,3.0
60.0,63.0,0.0,1.0,3.0
63.0,66.0,0.0,1.0,3.0
66.0,69.0,0.0,1.0,3.0
69.0,72.0,0.0,1.0,3.0
72.0,75.0,0.0,1.0,3.0
75.0,78.0,0.0,1.0,3.0
78.0,81.0,0.0,1.0,3.0
81.0,84.0,0.0,1.0,3.0
84.0,87.0,0.0,1.0,3.0
87.0,90.0,0.0,1.0,3.0
90.0,93.0,0.0,1.0,3.0
93.0,96.0,0.0,1.0,3.0
96.0,99.0,0.0,1.0,3.0
99.0,102.0,0.0,1.0,3.0
102.0,105.0,0.0,1.0,3.0
105.0,108.0,0.0,1.0,3.0
108.0,111.0,0.0,1.0,3.0
111.0,114.0,0.0,1.0,3.0
114.0,117.0,0.0,1.0,3.0
117.0,120.0,0.0,1.0,3.0
120.0,123.0,0.0,1.0,3.0
123.0,126.0,0.0,1.0,3.0
126.0,129.0,0.0,1.0,3.0
129.0,132.0,0.0,1.0,3.0
132.0,135.0,0.0,1.0,3.0
135.0,138.0,0.0,1.0,3.0
138.0,141.0,0.0,1.0,3.0
141.0,144.0,0.0,1.0,3.0
144.0,147.0,0.0,1.0,3.0
147.0,150.0,0.0,1.0,3.0
150.0,153.0,0.0,1.0,3.0
153.0,156.0,0.0,1.0,3.0
156.0,159.0,0.0,1.0,3.0
159.0,162.0,0.0,1.0,3.0
162.0,165.0,0.0,1.0,3.0
165.0,168.0,0.0,1.0,3.0
168.0,171.0,0.0,1.0,3.0
171.0,174.0,0.0,1.0,3.0
174.0,177.0,0.0,1.0,3.0
177.0,180.0,0.0,1.0,3.0
180.0,183.0,0.0,1.0,3.0
183.0,186.0,0.0,1.0,3.0
186.0,189.0,0.0,1.0,3.0
189.0,192.0,0.0,1.0,3.0
192.0,195.0,0.0,1.0,3.0
195.0,198.0,0.0,1.0,3.0
198.0,201.0,0.0,1.0,3.0
201.0,204.0,0.0,1.0,3.0
204.0,207.0,0.0,1.0,3.0
207.0,210.0,0.0,1.0,3.0
210.0,213.0,0.0,1.0,3.0
213.0,216.0,0.0,1.0,3.0
216.0,219.0,0.0,1.0,3.0
219.0,222.0,0.0,1.0,3.0
222.0,225.0,0.0,1.0,3.0
225.0,228.0,0.0,1.0,3.0
0.0,3.0,0.0,1.0,4.0
3.0,6.0,0.0,1.0,4.0
6.0,9.0,0.0,1.0,4.0
9.0,12.0,0.0,1.0,4.0
12.0,15.0,0.0,1.0,4.0
15.0,18.0,0.0,1.0,4.0
18.0,21.0,0.0,1.0,4.0
21.0,24.0,0.0,1.0,4.0
24.0,27.0,0.0,1.0,4.0
27.0,30.0,0.0,1.0,4.0
30.0,33.0,0.0,1.0,4.0
33.0,36.0,0.0,1.0,4.0
36.0,39.0,0.0,1.0,4.0
39.0,42.0,0.0,1.0,4.0
42.0,45.0,0.0,1.0,4.0
45.0,48.0,0.0,1.0,4.0
48.0,51.0,0.0,1.0,4.0
51.0,54.0,0.0,1.0,4.0
54.0,57.0,0.0,1.0,4.0
57.0,60.0,0.0,1.0,4.0
60.0,63.0,0.0,1.0,4.0
63.0,66.0,0.0,1.0,4.0
66.0,69.0,0.0,1.0,4.0
69.0,72.0,0.0,1.0,4.0
72.0,75.0,0.0,1.0,4.0
75.0,78.0,0.0,1.0,4.0
78.0,81.0,0.0,1.0,4.0
81.0,84.0,0.0,1.0,4.0
84.0,87.0,0.0,1.0,4.0
87.0,90.0,0.0,1.0,4.0
90.0,93.0,0.0,1.0,4.0
93.0,96.0,0.0,1.0,4.0
96.0,99.0,0.0,1.0,4.0
99.0,102.0,0.0,1.0,4.0
102.0,105.0,0.0,1.0,4.0
105.0,108.0,0.0,1.0,4.0
108.0,111.0,0.0,1.0,4.0
111.0,114.0,0.0,1.0,4.0
114.0,117.0,0.0,1.0,4.0
117.0,120.0,0.0,1.0,4.0
120.0,123.0,0.0,1.0,4.0
123.0,126.0,0.0,1.0,4.0
126.0,129.0,0.0,1.0,4.0
129.0,132.0,0.0,1.0,4.0
132.0,135.0,0.0,1.0,4.0
135.0,138.0,0.0,1.0,4.0
138.0,141.0,0.0,1.0,4.0
141.0,144.0,0.0,1.0,4.0
144.0,147.0,0.0,1.0,4.0
147.0,150.0,0.0,1.0,4.0
150.0,153.0,0.0,1.0,4.0
153.0,156.0,0.0,1.0,4.0
156.0,159.0,0.0,1.0,4.0
159.0,162.0,0.0,1.0,4.0
162.0,165.0,0.0,1.0,4.0
165.0,168.0,0.0,1.0,4.0
168.0,171.0,0.0,1.0,4.0
171.0,174.0,0.0,1.0,4.0
174.0,177.0,0.0,1.0,4.0
177.0,180.0,0.0,1.0,4.0
180.0,183.0,0.0,1.0,4.0
183.0,186.0,0.0,1.0,4.0
186.0,189.0,0.0,1.0,4.0
189.0,192.0,0.0,1.0,4.0
192.0,195.0,0.0,1.0,4.0
195.0,198.0,0.0,1.0,4.0
198.0,201.0,0.0,1.0,4.0
201.0,204.0,0.0,1.0,4.0
204.0,207.0,0.0,1.0,4.0
207.0,210.0,0.0,1.0,4.0
210.0,213.0,0.0,1.0,4.0
213.0,216.0,0.0,1.0,4.0
216.0,219.0,0.0,1.0,4.0
219.0,222.0,0.0,1.0,4.0
222.0,225.0,0.0,1.0,4.0
225.0,228.0,0.0,1.0,4.0
228.0,231.0,0.0,1.0,4.0
0.0,3.0,0.0,1.0,5.0
3.0,6.0,0.0,1.0,5.0
6.0,9.0,0.0,1.0,5.0
9.0,12.0,0.0,1.0,5.0
12.0,15.0,0.0,1.0,5.0
15.0,18.0,0.0,1.0,5.0
18.0,21.0,0.0,1.0,5.0
21.0,24.0,0.0,1.0,5.0
24.0,27.0,0.0,1.0,5.0
27.0,30.0,0.0,1.0,5.0
30.0,33.0,0.0,1.0,5.0
33.0,36.0,0.0,1.0,5.0
36.0,39.0,0.0,1.0,5.0
39.0,42.0,0.0,1.0,5.0
42.0,45.0,0.0,1.0,5.0
45.0,48.0,0.0,1.0,5.0
48.0,51.0,0.0,1.0,5.0
51.0,54.0,0.0,1.0,5.0
54.0,57.0,0.0,1.0,5.0
57.0,60.0,0.0,1.0,5.0
60.0,63.0,0.0,1.0,5.0
63.0,66.0,0.0,1.0,5.0
66.0,69.0,0.0,1.0,5.0
69.0,72.0,0.0,1.0,5.0
72.0,75.0,0.0,1.0,5.0
75.0,78.0,0.0,1.0,5.0
78.0,81.0,0.0,1.0,5.0
81.0,84.0,0.0,1.0,5.0
84.0,87.0,0.0,1.0,5.0
87.0,90.0,0.0,1.0,5.0
90.0,93.0,0.0,1.0,5.0
93.0,96.0,0.0,1.0,5.0
96.0,99.0,0.0,1.0,5.0
99.0,102.0,0.0,1.0,5.0
102.0,105.0,0.0,1.0,5.0
105.0,108.0,0.0,1.0,5.0
108.0,111.0,0.0,1.0,5.0
111.0,114.0,0.0,1.0,5.0
114.0,117.0,0.0,1.0,5.0
117.0,120.0,0.0,1.0,5.0
120.0,123.0,0.0,1.0,5.0
123.0,126.0,0.0,1.0,5.0
126.0,129.0,0.0,1.0,5.0
129.0,132.0,0.0,1.0,5.0
132.0,135.0,0.0,1.0,5.0
135.0,138.0,0.0,1.0,5.0
138.0,141.0,0.0,1.0,5.0
141.0,144.0,0.0,1.0,5.0
144.0,147.0,0.0,1.0,5.0
147.0,150.0,0.0,1.0,5.0
150.0,153.0,0.0,1.0,5.0
153.0,156.0,0.0,1.0,5.0
156.0,159.0,0.0,1.0,5.0
159.0,162.0,0.0,1.0,5.0
162.0,165.0,0.0,1.0,5.0
165.0,168.0,0.0,1.0,5.0
168.0,171.0,0.0,1.0,5.0
171.0,174.0,0.0,1.0,5.0
174.0,177.0,0.0,1.0,5.0
177.0,180.0,0.0,1.0,5.0
180.0,183.0,0.0,1.0,5.0
183.0,186.0,0.0,1.0,5.0
186.0,189.0,0.0,1.0,5.0
189.0,192.0,0.0,1.0,5.0
192.0,195.0,0.0,1.0,5.0
195.0,198.0,0.0,1.0,5.0
198.0,201.0,0.0,1.0,5.0
201.0,204.0,0.0,1.0,5.0
204.0,207.0,0.0,1.0,5.0
207.0,210.0,0.0,1.0,5.0
210.0,213.0,0.0,1.0,5.0
213.0,216.0,0.0,1.0,5.0
216.0,219.0,0.0,1.0,5.0
219.0,222.0,0.0,1.0,5.0
222.0,225.0,0.0,1.0,5.0
225.0,228.0,0.0,1.0,5.0
0.0,3.0,0.0,1.0,6.0
3.0,6.0,0.0,1.0,6.0
6.0,9.0,0.0,1.0,6.0
9.0,12.0,0.0,1.0,6.0
12.0,15.0,0.0,1.0,6.0
15.0,18.0,0.0,1.0,6.0
18.0,21.0,0.0,1.0,6.0
21.0,24.0,0.0,1.0,6.0
24.0,27.0,0.0,1.0,6.0
27.0,30.0,0.0,1.0,6.0
30.0,33.0,0.0,1.0,6.0
33.0,36.0,0.0,1.0,6.0
36.0,39.0,0.0,1.0,6.0
39.0,42.0,0.0,1.0,6.0
42.0,45.0,0.0,1.0,6.0
45.0,48.0,0.0,1.0,6.0
48.0,51.0,0.0,1.0,6.0
51.0,54.0,0.0,1.0,6.0
54.0,57.0,0.0,1.0,6.0
57.0,60.0,0.0,1.0,6.0
60.0,63.0,0.0,1.0,6.0
63.0,66.0,0.0,1.0,6.0
66.0,69.0,0.0,1.0,6.0
69.0,72.0,0.0,1.0,6.0
72.0,75.0,0.0,1.0,6.0
75.0,78.0,0.0,1.0,6.0
78.0,81.0,0.0,1.0,6.0
81.0,84.0,0.0,1.0,6.0
84.0,87.0,0.0,1.0,6.0
87.0,90.0,0.0,1.0,6.0
90.0,93.0,0.0,1.0,6.0
93.0,96.0,0.0,1.0,6.0
96.0,99.0,0.0,1.0,6.0
99.0,102.0,0.0,1.0,6.0
102.0,105.0,0.0,1.0,6.0
105.0,108.0,0.0,1.0,6.0
108.0,111.0,0.0,1.0,6.0
111.0,114.0,0.0,1.0,6.0
114.0,117.0,0.0,1.0,6.0
117.0,120.0,0.0,1.0,6.0
120.0,123.0,0.0,1.0,6.0
123.0,126.0,0.0,1.0,6.0
126.0,129.0,0.0,1.0,6.0
129.0,132.0,0.0,1.0,6.0
132.0,135.0,0.0,1.0,6.0
135.0,138.0,0.0,1.0,6.0
138.0,141.0,0.0,1.0,6.0
141.0,144.0,0.0,1.0,6.0
144.0,147.0,0.0,1.0,6.0
147.0,150.0,0.0,1.0,6.0
150.0,153.0,0.0,1.0,6.0
153.0,156.0,0.0,1.0,6.0
156.0,159.0,0.0,1.0,6.0
159.0,162.0,0.0,1.0,6.0
162.0,165.0,0.0,1.0,6.0
165.0,168.0,0.0,1.0,6.0
168.0,171.0,0.0,1.0,6.0
171.0,174.0,0.0,1.0,6.0
174.0,177.0,0.0,1.0,6.0
177.0,180.0,0.0,1.0,6.0
180.0,183.0,0.0,1.0,6.0
183.0,186.0,0.0,1.0,6.0
186.0,189.0,0.0,1.0,6.0
189.0,192.0,0.0,1.0,6.0
192.0,195.0,0.0,1.0,6.0
195.0,198.0,0.0,1.0,6.0
198.0,201.0,0.0,1.0,6.0
201.0,204.0,0.0,1.0,6.0
204.0,207.0,0.0,1.0,6.0
207.0,210.0,0.0,1.0,6.0
210.0,213.0,0.0,1.0,6.0
213.0,216.0,0.0,1.0,6.0
216.0,219.0,0.0,1.0,6.0
219.0,222.0,0.0,1.0,6.0
222.0,225.0,0.0,1.0,6.0
225.0,228.0,0.0,1.0,6.0
0.0,3.0,0.0,1.0,7.0
3.0,6.0,0.0,1.0,7.0
6.0,9.0,0.0,1.0,7.0
9.0,12.0,0.0,1.0,7.0
12.0,15.0,0.0,1.0,7.0
15.0,18.0,0.0,1.0,7.0
18.0,21.0,0.0,1.0,7.0
21.0,24.0,0.0,1.0,7.0
24.0,27.0,0.0,1.0,7.0
27.0,30.0,0.0,1.0,7.0
30.0,33.0,0.0,1.0,7.0
33.0,36.0,0.0,1.0,7.0
36.0,39.0,0.0,1.0,7.0
39.0,42.0,0.0,1.0,7.0
42.0,45.0,0.0,1.0,7.0
45.0,48.0,0.0,1.0,7.0
48.0,51.0,0.0,1.0,7.0
51.0,54.0,0.0,1.0,7.0
54.0,57.0,0.0,1.0,7.0
57.0,60.0,0.0,1.0,7.0
60.0,63.0,0.0,1.0,7.0
63.0,66.0,0.0,1.0,7.0
66.0,69.0,0.0,1.0,7.0
69.0,72.0,0.0,1.0,7.0
72.0,75.0,0.0,1.0,7.0
75.0,78.0,0.0,1.0,7.0
78.0,81.0,0.0,1.0,7.0
81.0,84.0,0.0,1.0,7.0
84.0,87.0,0.0,1.0,7.0
87.0,90.0,0.0,1.0,7.0
90.0,93.0,0.0,1.0,7.0
93.0,96.0,0.0,1.0,7.0
96.0,99.0,0.0,1.0,7.0
99.0,102.0,0.0,1.0,7.0
102.0,105.0,0.0,1.0,7.0
105.0,108.0,0.0,1.0,7.0
108.0,111.0,0.0,1.0,7.0
111.0,114.0,0.0,1.0,7.0
114.0,117.0,0.0,1.0,7.0
117.0,120.0,0.0,1.0,7.0
120.0,123.0,0.0,1.0,7.0
123.0,126.0,0.0,1.0,7.0
126.0,129.0,0.0,1.0,7.0
129.0,132.0,0.0,1.0,7.0
132.0,135.0,0.0,1.0,7.0
135.0,138.0,0.0,1.0,7.0
138.0,141.0,0.0,1.0,7.0
141.0,144.0,0.0,1.0,7.0
144.0,147.0,0.0,1.0,7.0
147.0,150.0,0.0,1.0,7.0
150.0,153.0,0.0,1.0,7.0
153.0,156.0,0.0,1.0,7.0
156.0,159.0,0.0,1.0,7.0
159.0,162.0,0.0,1.0,7.0
162.0,165.0,0.0,1.0,7.0
165.0,168.0,0.0,1.0,7.0
168.0,171.0,0.0,1.0,7.0
171.0,174.0,0.0,1.0,7.0
174.0,177.0,0.0,1.0,7.0
177.0,180.0,0.0,1.0,7.0
180.0,183.0,0.0,1.0,7.0
183.0,186.0,0.0,1.0,7.0
186.0,189.0,0.0,1.0,7.0
189.0,192.0,0.0,1.0,7.0
192.0,195.0,0.0,1.0,7.0
195.0,198.0,0.0,1.0,7.0
198.0,201.0,0.0,1.0,7.0
201.0,204.0,0.0,1.0,7.0
204.0,207.0,0.0,1.0,7.0
207.0,210.0,0.0,1.0,7.0
210.0,213.0,0.0,1.0,7.0
213.0,216.0,0.0,1.0,7.0
216.0,219.0,0.0,1.0,7.0
219.0,222.0,0.0,1.0,7.0
222.0,225.0,0.0,1.0,7.0
225.0,228.0,0.0,1.0,7.0
0.0,3.0,0.0,1.0,8.0
3.0,6.0,0.0,1.0,8.0
6.0,9.0,0.0,1.0,8.0
9.0,12.0,0.0,1.0,8.0
12.0,15.0,0.0,1.0,8.0
15.0,18.0,0.0,1.0,8.0
18.0,21.0,0.0,1.0,8.0
21.0,24.0,0.0,1.0,8.0
24.0,27.0,0.0,1.0,8.0
27.0,30.0,0.0,1.0,8.0
30.0,33.0,0.0,1.0,8.0
33.0,36.0,0.0,1.0,8.0
36.0,39.0,0.0,1.0,8.0
39.0,42.0,0.0,1.0,8.0
42.0,45.0,0.0,1.0,8.0
45.0,48.0,0.0,1.0,8.0
48.0,51.0,0.0,1.0,8.0
51.0,54.0,0.0,1.0,8.0
54.0,57.0,0.0,1.0,8.0
57.0,60.0,0.0,1.0,8.0
60.0,63.0,0.0,1.0,8.0
63.0,66.0,0.0,1.0,8.0
66.0,69.0,0.0,1.0,8.0
69.0,72.0,0.0,1.0,8.0
72.0,75.0,0.0,1.0,8.0
75.0,78.0,0.0,1.0,8.0
78.0,81.0,0.0,1.0,8.0
81.0,84.0,0.0,1.0,8.0
84.0,87.0,0.0,1.0,8.0
87.0,90.0,0.0,1.0,8.0
90.0,93.0,0.0,1.0,8.0
93.0,96.0,0.0,1.0,8.0
96.0,99.0,0.0,1.0,8.0
99.0,102.0,0.0,1.0,8.0
102.0,105.0,0.0,1.0,8.0
105.0,108.0,0.0,1.0,8.0
108.0,111.0,0.0,1.0,8.0
111.0,114.0,0.0,1.0,8.0
114.0,117.0,0.0,1.0,8.0
117.0,120.0,0.0,1.0,8.0
120.0,123.0,0.0,1.0,8.0
123.0,126.0,0.0,1.0,8.0
126.0,129.0,0.0,1.0,8.0
129.0,132.0,0.0,1.0,8.0
132.0,135.0,0.0,1.0,8.0
135.0,138.0,0.0,1.0,8.0
138.0,141.0,0.0,1.0,8.0
141.0,144.0,0.0,1.0,8.0
144.0,147.0,0.0,1.0,8.0
147.0,150.0,0.0,1.0,8.0
150.0,153.0,0.0,1.0,8.0
153.0,156.0,0.0,1.0,8.0
156.0,159.0,0.0,1.0,8.0
159.0,162.0,0.0,1.0,8.0
162.0,165.0,0.0,1.0,8.0
165.0,168.0,0.0,1.0,8.0
168.0,171.0,0.0,1.0,8.0
171.0,174.0,0.0,1.0,8.0
174.0,177.0,0.0,1.0,8.0
177.0,180.0,0.0,1.0,8.0
180.0,183.0,0.0,1.0,8.0
183.0,186.0,0.0,1.0,8.0
186.0,189.0,0.0,1.0,8.0
189.0,192.0,0.0,1.0,8.0
192.0,195.0,0.0,1.0,8.0
195.0,198.0,0.0,1.0,8.0
198.0,201.0,0.0,1.0,8.0
201.0,204.0,0.0,1.0,8.0
204.0,207.0,0.0,1.0,8.0
207.0,210.0,0.0,1.0,8.0
210.0,213.0,0.0,1.0,8.0
213.0,216.0,0.0,1.0,8.0
216.0,219.0,0.0,1.0,8.0
219.0,222.0,0.0,1.0,8.0
222.0,225.0,0.0,1.0,8.0
225.0,228.0,0.0,1.0,8.0
0.0,3.0,0.0,1.0,9.0
3.0,6.0,0.0,1.0,9.0
6.0,9.0,0.0,1.0,9.0
9.0,12.0,0.0,1.0,9.0
12.0,15.0,0.0,1.0,9.0
15.0,18.0,0.0,1.0,9.0
18.0,21.0,0.0,1.0,9.0
21.0,24.0,0.0,1.0,9.0
24.0,27.0,0.0,1.0,9.0
27.0,30.0,0.0,1.0,9.0
30.0,33.0,0.0,1.0,9.0
33.0,36.0,0.0,1.0,9.0
36.0,39.0,0.0,1.0,9.0
39.0,42.0,0.0,1.0,9.0
42.0,45.0,0.0,1.0,9.0
45.0,48.0,0.0,1.0,9.0
48.0,51.0,0.0,1.0,9.0
51.0,54.0,0.0,1.0,9.0
54.0,57.0,0.0,1.0,9.0
57.0,60.0,0.0,1.0,9.0
60.0,63.0,0.0,1.0,9.0
63.0,66.0,0.0,1.0,9.0
66.0,69.0,0.0,1.0,9.0
69.0,72.0,0.0,1.0,9.0
72.0,75.0,0.0,1.0,9.0
75.0,78.0,0.0,1.0,9.0
78.0,81.0,0.0,1.0,9.0
81.0,84.0,0.0,1.0,9.0
84.0,87.0,0.0,1.0,9.0
87.0,90.0,0.0,1.0,9.0
90.0,93.0,0.0,1.0,9.0
93.0,96.0,0.0,1.0,9.0
96.0,99.0,0.0,1.0,9.0
99.0,102.0,0.0,1.0,9.0
102.0,105.0,0.0,1.0,9.0
105.0,108.0,0.0,1.0,9.0
108.0,111.0,0.0,1.0,9.0
111.0,114.0,0.0,1.0,9.0
114.0,117.0,0.0,1.0,9.0
117.0,120.0,0.0,1.0,9.0
120.0,123.0,0.0,1.0,9.0
123.0,126.0,0.0,1.0,9.0
126.0,129.0,0.0,1.0,9.0
129.0,132.0,0.0,1.0,9.0
132.0,135.0,0.0,1.0,9.0
135.0,138.0,0.0,1.0,9.0
138.0,141.0,0.0,1.0,9.0
141.0,144.0,0.0,1.0,9.0
144.0,147.0,0.0,1.0,9.0
147.0,150.0,0.0,1.0,9.0
150.0,153.0,0.0,1.0,9.0
153.0,156.0,0.0,1.0,9.0
156.0,159.0,0.0,1.0,9.0
159.0,162.0,0.0,1.0,9.0
162.0,165.0,0.0,1.0,9.0
165.0,168.0,0.0,1.0,9.0
168.0,171.0,0.0,1.0,9.0
171.0,174.0,0.0,1.0,9.0
174.0,177.0,0.0,1.0,9.0
177.0,180.0,0.0,1.0,9.0
180.0,183.0,0.0,1.0,9.0
183.0,186.0,0.0,1.0,9.0
186.0,189.0,0.0,1.0,9.0
189.0,192.0,0.0,1.0,9.0
192.0,195.0,0.0,1.0,9.0
195.0,198.0,0.0,1.0,9.0
198.0,201.0,0.0,1.0,9.0
201.0,204.0,0.0,1.0,9.0
204.0,207.0,0.0,1.0,9.0
207.0,210.0,0.0,1.0,9.0
210.0,213.0,0.0,1.0,9.0
213.0,216.0,0.0,1.0,9.0
216.0,219.0,0.0,1.0,9.0
219.0,222.0,0.0,1.0,9.0
222.0,225.0,0.0,1.0,9.0
225.0,228.0,0.0,1.0,9.0
0.0,3.0,0.0,1.0,10.0
3.0,6.0,0.0,1.0,10.0
6.0,9.0,0.0,1.0,10.0
9.0,12.0,0.0,1.0,10.0
12.0,15.0,0.0,1.0,10.0
15.0,18.0,0.0,1.0,10.0
18.0,21.0,0.0,1.0,10.0
21.0,24.0,0.0,1.0,10.0
24.0,27.0,0.0,1.0,10.0
27.0,30.0,0.0,1.0,10.0
30.0,33.0,0.0,1.0,10.0
33.0,36.0,0.0,1.0,10.0
36.0,39.0,0.0,1.0,10.0
39.0,42.0,0.0,1.0,10.0
